ID, Months Active, Reviews, Average Review, Votes, Friends 
eyOrhLVL_Jieb0hCLS1ZAg,11,1,5,6,0
JGw2c-OLkv_jfoBpijH7Wg,22,1,5,0,0
zET-0gFfFypZPHSD-xoPZA,57,12,4.18,20,0
ERAOo0u7nVLlzn5Gq3Vu6A,15,3,5,6,0
m3ztFOD3h-mvIBoyPFESFA,15,3,3.33,0,0
hFP7Si9jvdOUmmMesg4ghw,71,20,3.11,24,1
rrLNx4z7ZT-syFrnG4zJ-A,28,49,3.67,57,0
EAJjMgKIjiaVb_2Q9ROeCQ,69,122,4.24,267,24
4WSzxOXvQY2mo8Bxe2390w,12,10,3.3,2,0
qqlxdEAxI01FyTB-zJ1Hcw,24,1,5,3,8
FJo2KGfnWL1JHthdVDyoag,32,2,3,1,0
o4noP3Z9QfsDrCcQfArB-Q,59,41,3.88,35,0
Os5f3TNpM7_A8IDNEdPX2g,17,1,5,0,0
sx-Ix6A2nm8LrVQ-Lc4PHg,84,20,3.7,64,1
ayF0vRk2PtLq9VeFlzVSCA,67,8,4.83,6,0
9q5Vb5jD6y1IZshaECvEDA,57,3,3,13,4
zjhv7lYB7GiZz2riA-pGhg,10,1,1,0,1
NMuFL8NGvms281XLmONszg,50,5,3.4,7,1
EJD3vhlsZ5HmT0haT4U3aA,45,2,3,1,0
oU4syTfF-9n7vs32PhXQOA,62,29,3.76,108,0
v67U70pQF7ZOSQcrLGq0fA,62,1,5,0,2
zIljEYJtRp9Yw82Xube3Mw,23,2,5,0,0
0Qnw5HtyI7QSmqda-y1aGw,8,2,5,0,0
gNlU2sAgpXTpW_ivn6fu5A,18,1,5,0,0
8pOmZsOISjpxbdX3vdbA5g,41,2,5,9,15
nQ5WVv85BGrW6YK9ZJMO-g,61,6,4.8,6,0
ZwJJvDR4o9yp9MuJLHzJTQ,57,22,3.32,55,0
nYNsqp9KPnzT46roWLoXSA,7,1,5,0,0
NiKP2TA4n2ywN991Bte14Q,60,677,3.79,1508,11
x-VheAiykw0paUqUV0u2Ow,43,6,3.83,2,8
YVYq9Gd7noSUDaWPUPgHgQ,49,18,4.22,43,3
Xx12pkHwtc6TvyHW2Wd7RQ,15,1,5,0,0
2Yh1kRX52QHKzY2vP_jVQQ,67,12,4,41,0
2Rbxn7HUmoFa9zxN7iVHuA,36,5,5,3,0
1sYhSS-djGU79S-nE7NB1A,52,5,4.2,0,0
vf2WmuvHc7I9iAJ_ynTkzQ,15,12,3.75,84,1
Ud43DdZ6PibSYEtsi18F4A,48,68,3.24,134,0
TeyGu-fF6IN7IUpVVI76FA,77,440,4.44,2380,8
mPHy-DmEOIONNvQEo_JBIQ,17,3,3.33,1,0
jxYqJmFGD5LWjDFkvdwjFw,65,167,3.63,103,0
P6tLuoPr2z82NyRKmkC5jA,28,18,3.33,31,0
io39BmZGPW-w9khKp9EO_w,31,8,4.5,2,2
KM-Y_cK6yeGPlZJjTz5l9w,64,80,4.09,73,3
7uITOSDUAVSmZ035ub2BDg,26,1,5,2,0
I8qgyRXK1JKZFzK8PkVHnQ,25,4,3,4,0
1YjNPEbATnnZg8q1KwKMPw,38,3,4.33,1,1
5FFV_53drXS4u8U6vgcN0Q,31,14,1.85,10,0
wyAWzYob8dZVNIMRmvz6Xw,10,5,3.6,2,0
alssDn2euFDd6rJApeSEvg,58,6,2,15,0
Ekh5NSTk4_8fc9dNOemuLw,17,2,3,2,0
NNdfPF-UhvLB8FxbsuSC5A,45,224,3.59,120,50
GJkw4IpcN7ilfrLfrSbgfA,13,5,3.75,0,0
YbrCNnT_LGzVo5T9Fc4bjw,9,10,3.4,6,1
lQ1j_79GaYwkdlpGjyWvww,38,4,3.67,3,2
N6o5NtWdKQID1sXlfkCGSA,28,3,5,1,0
Iq4beW4vsrvYk2lqKpimtQ,27,19,3.63,26,0
n4e1bHynvMZ-Xaxo21GnhQ,25,4,3.5,11,0
nq4eexCgDPIPzuEWIHrybQ,30,5,2.25,1,0
d9Lsgkamf02Gvu8V0ZXXKg,74,47,3.69,161,1
cBOFMLICHATi0pHRaDSX9w,14,35,3.91,37,5
_p-wFE6PvIaiJqqhVcy2pw,29,3,5,0,1
SW1qky1cct3B_gDcJUIY1Q,29,2,1.5,2,0
qtef1P7UVXg6quATxYGqZw,30,3,4,2,5
js3dCw3Sv6ZUcdfqJw6GAw,45,6,5,13,35
boqoI-2KX5laYXLntcNItw,22,7,4,6,0
xbiH9F16ZutLgUQMRMJa2g,23,1,3,0,0
Z09XMlU0CegLLsSXzJ1-JQ,46,6,4,3,0
CA7BgnrJTodm_aDK_CATjg,46,25,4,157,7
yaqE9tzPaw8WlBphB9nHHQ,33,5,2,9,0
klqaXmS2_j8V3oXqebHlcQ,59,2,2,2,0
yvvtblpPi_QH41Jm6ari0w,25,9,3.89,172,7
6POmMZXi6CMWPzj8eaWk6g,91,29,3.72,55,0
kofOrcrWh44lpLnltYOoJw,25,1,5,1,0
APfyUI-KCL9R_kfrPQ2ukA,49,24,2.4,30,0
HrwV3mdUGDbC6qdlLNRqFg,48,5,5,3,0
X567tXHnrKhOLOyjsqf9pw,26,7,3.71,28,14
NEznUc8t75YzYxDhCgI4NQ,17,8,2.5,23,0
K5oQfXAPWWlVlaNna9jysA,25,2,1,3,0
NSegQ2rKzytpCoaCzuLUhg,59,6,4.6,16,3
l6cuj2F0dZChW0Dhrb1ETQ,16,1,1,2,0
rkoyKEFcZBZ7nRBJxtzsGw,48,34,4.15,14,0
HY9qpAamqLXFoa7xMwNntg,68,159,3.61,1099,40
kb-M_Wr6DTior05Up1HL4w,60,2,4,2,0
liuI2O10hPfJ7VUf41IUPw,63,4,3,5,2
aFTPjN92IUDyksyaHmQPCw,47,4,2,7,0
7iqUjt7LBhVYlNujyOucIw,48,2,5,11,0
wuleZCiQEemH99WJPu2Wxw,12,1,4,1,0
VkUivC-P4nW8XGSTpd4uNg,41,1,4,0,0
3ZyEMU60fLyJTBw0btEPqA,37,11,4.18,12,1
RwdVuFINnouUpHFL-evrXw,43,40,4.1,85,0
H5MGmViK6kSOA64ZBZKTLw,12,2,2.5,0,0
oXJqy206z77KZtECkOdh9A,89,115,3.61,236,2
ybkXClT4hkffNT_p6lgmmw,39,3,4.67,0,2
qZhOxdGp9UJZflnUZYzUCw,19,23,3.41,28,0
CpbZ6rvHhgCR9d9VGRzxFw,83,52,3.73,154,1
RFU7hj9H9PPETBuSy4Vsxw,27,1,5,0,0
3IWtj5iVqEC_UnOi9r6xcw,12,4,5,3,0
mzeYVy7MVLY6v3MDX2jvOQ,43,8,4.86,4,0
h1fd4oZ_RATa5p0OAW-QrQ,48,4,4.5,2,0
B_4H__6wcNBSJStdbYRKWw,72,15,4.33,49,8
8_ljjTphLHlWRJrb-OC03w,18,11,3.88,4,0
0beZngJ03EmIQfVcnlVK4w,47,66,3.5,116,34
hPpzlXlTlu7g3IWF25IYQg,36,1,5,0,0
3TXQMn08xHS4UnP3WZbnMA,63,123,3.46,178,0
lPaYMDmJbAnv_3pmZH_inw,86,628,3.5,6438,264
kU5SCh6wSY68tby_fGZLrg,40,5,5,3,6
JeAxLxRT2mfTNcWyD7IR8g,16,1,5,1,0
7NLjHRvR5lE-jpHZPK-N0A,76,5,4,11,1
LttEHyG3ZAHNShCmL7Th8Q,38,2,4.5,1,8
YgS0_QQ9krV08zyQoCob9Q,31,4,5,1,0
cCErwiSgMwYuHU-YdZdsuA,18,1,5,0,2
fZJLA1nj16Z3j73qVZYPBQ,101,7,4.29,6,12
_059bXRkCzdOiEmPxZnUIA,44,72,3.41,209,6
W_YPVT8mcuCA_Ls9WT8kmw,29,10,3.38,8,0
Z-JeH4dJzTcIy_sqi0bwDQ,57,9,1.89,13,0
LOy9GD0_tlSUU9AuJyiNvw,47,2,1,0,3
7_ZhEUnA-ymFeBObvs40Fw,54,11,4.18,12,0
xf0YHnPbrzER9D9ndcn8tA,45,1,5,0,1
u45TVvj9xf8V7J4sFtUhuQ,63,102,3.8,117,0
YlFItrdCMQS-t57MLLTb5A,25,3,3.67,5,0
kZzU_5ElAG0uC8lxTP61Tw,43,63,3.3,16,0
e1z-7nUVfeNbQzppumozcA,62,8,3.12,12,0
fyR0GBIjgAwM40DVzUrbHw,39,9,4.56,14,0
kvfvu6-bS9E4oE2CQu9qaA,41,103,3.62,56,1
_dN47iPElN0QqRc1pmntvA,43,65,3.92,94,0
swmXAjLTP56EjPI4JbR9jA,34,124,3.68,90,0
ap9zLoa3xuriOpURUcelgw,39,1,5,1,0
M19Jq3y0XqCb3DOGOke7Sw,28,1,5,1,0
bx3xc5XmamCkFZqXaPGMgA,60,65,4.19,38,0
uRd3wl4e1eWsPeUgiN5o5A,36,2,5,0,0
GQaqVyDcaJZ1vUF-d_DlFg,19,4,5,4,0
UmhTTaw_4hHcHOHoIOnKgg,26,3,3.33,3,1
WKdZ9IjeAh-CNCwtUphj9g,56,5,2.8,9,2
G99jRsda9TNiOqYpunO6kg,30,1,5,0,0
mCvbnlVgsGKAqmD2C2jshQ,45,9,2.56,16,0
HfJJHwYWq2tNzPm2CtFU6w,53,3,5,0,1
4hKYDN0iD4-in1GmLvkdqA,21,3,3.67,1,0
D3A8M-q4ha17eI1pgUUuUA,28,3,2,0,0
oCgSUnqP86TDDzBPo50ofg,47,2,1.5,14,2
HNcxoXgQ6GGGfpvjMfb2rQ,81,59,2.85,314,8
u-JmDO4s6NINwkoNZ3ZPxQ,39,9,3.88,1,1
SKSm8V_NdEbsJ6ezjNUQtQ,50,9,4.11,8,0
XVheSIZer1nSEftYQGKxaw,40,1,4,2,3
g72PoJYNThN4WtWMaNLhgw,18,2,5,2,0
Cdaa8fFk2it1EV_WzMPCJg,33,4,3.67,2,0
0hHjXGhhl1W7dQ0Io5pesA,48,7,4.2,1,0
W7JdQs7zx0XoHj17aNUkrQ,66,5,3.6,84,4
ryu1gXViHZJ38-o9fr9vVw,43,14,4.64,5,0
ajn24huLxW7V1GYQYU93Ww,28,2,5,1,0
aHQGcp8r8jAYzPV4aoBl0A,9,1,5,0,0
r2KPiKG0S3M3w9FvQbm_lw,46,42,3.49,70,10
le4JhWcvJk-FyVRKOhuz0g,43,12,4.17,13,0
Jd1yjweAn7A8RgSeTy6ItA,54,1,1,2,0
pZ1HyEz4IIE6I9YVHsZ_6Q,32,2,4.5,1,2
8UYQGC4jRSlVeaptbOFIIA,50,6,4.5,15,3
5cJzqxzHCxqbHsEAigNmGA,15,8,4.5,2,0
RQwhrbB6MDwbdEEvFfOurw,49,2,5,5,1
y1pcDeo5NWpYOjGdAvr05g,21,13,3.62,16,1
yoJ_6oSFk5p-uHphaquHMw,21,2,1,4,0
RwxT-0HVDvChPY2hC41Cfw,21,5,5,11,0
yRubqnQy4ExPYTel7KsNog,31,167,3.72,1171,6
C5ZuyCJ4MxB2lVo1UY-NDA,73,5,2.6,6,2
IyxFBaOOAMke-ER4RVhuqQ,63,73,3.73,257,9
V8rwAufjk8WmywB7Rv6RWw,35,2,4.5,1,1
#NAME?,42,19,3.32,44,0
TN6ZI_NNUw8OAvODoxTKCg,43,17,4.17,28,13
6QjQOjPYmuTm-mrtsXYIAg,77,8,3.88,39,6
YD2trEiFhj_ehUNCpFtfsA,86,106,3.78,201,14
GhibpoTtNRskuDcI1ixwYQ,66,39,3.13,154,2
eha6k5uGXtATAYt6lqd0nA,27,2,3,1,0
b6CyeouS97Y8YSTi8T2xRg,80,23,4.35,155,15
kbAq90hUScy8WClJoYSfEQ,8,1,1,1,0
jwqUwErUOGxtqBKadZDOcQ,37,63,4.09,87,62
pvFPNRhJLGAPI--woKA3kQ,62,32,3.88,40,3
BrnCBCC-LK-bioa14MlYkg,59,86,3.7,135,0
ICN2I5T1eG37IbTrs-i50Q,99,374,3.31,976,3
tRANcWE3bgTJ3gA4f7178A,10,1,5,0,0
zar2wOyyin0r3tbBGtqXKw,27,16,4.12,52,2
VRk8leyuxVufgPj2fC7-Vw,43,46,3.85,38,0
9X10us_AHeXrST8vDgyqzA,49,8,3,11,0
LJPvRgTZWHlwpaYBauOOkw,58,643,3.12,492,9
L5CPw2VHEcW_vsY0FSM96w,43,8,4.12,17,0
hVMdwvAgxH_WYWYYsL4kkQ,51,108,3.54,139,0
s4GGv4thOl52gMXex20twA,101,13,3.92,32,17
2SaoLnS9dpG3zKUvrFwewg,20,2,3,2,0
zaiGbUZIv3MBf10YMhr8dQ,48,65,3.44,134,0
dEsfg9HgwJqBxMhCsKuYfg,38,92,3.86,93,0
QY7MIS1RQybpArcSfIoWAA,42,13,4.23,14,0
vMDrP3b5PZFZLmRLrJrGYw,43,17,3.5,94,1
Doha-ycP7hwxerF8I2OqRg,73,5,4.6,25,4
dgAVQr1w0vl3HinmmFHemg,68,48,2.7,35,0
ZO3hIFgmv_d0yTlRM2nkJg,65,1295,3.88,5872,39
AIzyeI0KrVO3jFF3eX_5KA,57,16,4,19,1
G-3L8UoVYTCx-0nlq0FJTw,67,9,4.11,7,0
TYY3nKUn_Y9nwW_3ufLJ7w,23,4,5,0,0
Xs5RZ4sE1sIjJJ4T27PL1g,39,1,4,2,0
3xLRUt8wYKwkqE68Inz3uA,33,16,3.5,10,0
G1U3eIo-s4eJrDKAtNNg0Q,68,91,3.4,435,4
w2xb9IAfHkxr67isOoOCjg,19,6,4.67,2,0
gGMx5-4xNCHBpWGzGFxSXg,43,3,4.67,2,1
rMqRK0H1nUMkaotWj8NGGw,20,3,3,4,0
q0ojWfF55h5Zl_dUSPK2Rw,48,10,3.8,7,39
DZ16UuL_rPZ9FeH_7M4V7g,61,108,3.48,210,7
QUbkaSQAmklU6ipggg8etg,20,2,2.5,4,3
4kkVGhCeFNAzoiuuKWU7LA,10,2,4,0,0
KuL87cF4Xg_s2l31TrHMxw,42,3,3.33,8,0
lql6Y3aU_k0AO2dEOPOCmg,49,7,3,7,0
WLilv24IBoo48v4aBP-nEg,30,1,1,1,6
zVnu0lbWpD55M9yjUWKpqw,42,1,4,0,0
rSMbmdr9IUWP4Fc1emCggQ,46,29,3.73,85,1
PkRpeKMXf8zbxAldeWI-aw,21,2,5,1,1
4MVRPSMqYVOzbCRmaLbAag,20,7,4.14,14,1
Bmzq_nkjYqp8aWn12RJdhA,55,278,3.7,285,25
lh1-4Sp3InwVLeKrEw0t4w,29,28,4.1,46,3
jctrnRM2TqzlXhNR9AjCZg,42,7,2.83,11,3
61FVWE3TO3sroitp27IXBg,26,1,1,6,0
Bhhjtikpz4PNDEsm9c0nug,18,5,5,14,0
O4KIfUBT-cswn0h3ABVukw,51,30,3.93,45,0
2KXDf0BSxLmEj0ubzrnlvg,72,1,2,0,3
L8Ptj2d4GEQriL_kglwqQg,51,3,4,3,2
r5rWoS8n-pxCcsMRCDSuzg,19,1,4,0,6
y3-3szrx-UPkVBmljfBNnw,16,3,3,4,0
5fFZzoBYoM2HtGn9wLP44w,14,1,1,0,0
lOXdWY60YDqvqKWrNKkEYA,81,72,3.49,158,0
w083j-GiVelGP-fIfssk8A,30,3,5,4,6
MGYI7Ip_hs6TIt4goS_mbA,50,5,3.4,6,1
Z_54EeGafTpU_fucLis1xA,73,17,3.71,19,1
8-t72RFMTftZz9ZM6w3qnQ,52,6,2.17,3,0
DFr0LYHHTokLFCSniznohQ,79,683,3.81,5173,24
49JDEvlhdCnxZl_wIWMmww,56,78,4.13,88,0
0jJhjgr3wPin-8vYnPab6A,37,14,4.27,11,6
l4bbDI-diaBjOIuEjk-YZA,46,36,4.17,78,2
vp4uSxluU_qzNaY5d9EvVQ,18,1,5,0,0
gKXvxJN_qnc_md4ErS59Fg,45,7,3.86,5,0
ZtSel7LWqe9wGEWjOQZq6Q,56,1,4,1,0
csc7OV-6HjfVi09AR5rNyg,12,1,4,0,0
krvZkJXOAmk0ObT_AF8xdQ,73,66,3.31,68,0
OTuOMaomaQPwytr4wcw7Xg,16,2,5,2,0
VOFs7yg7KfybNr6SFpcxsQ,15,3,4.33,0,0
rDKm608qmYevl5oQvTTz-w,49,9,3,4,0
v03HFMXQXW6arT-pMt44sw,16,7,4.67,2,0
ChgmBht69bnqSdDxpWMAqQ,51,178,3.75,482,7
oxmND5ap0CjaBWoMQF8JDg,26,5,3.4,6,1
RHX2qpUTOv2usuckZIil8Q,75,31,3.22,161,10
ak6OGqTnVLPmnlZm7iP1aw,70,44,3.81,113,1
3EcKgWGt3u0cEE6qMfiKxA,37,10,3.5,8,0
yDLMb1CVpe5Bn1--DsnJ4Q,51,17,4.8,28,20
Uwvyvlm_HG92IpkEj2FfJA,25,1,5,0,0
Dy5RO6Y5jCUgr8ny0m4GBg,34,39,4.03,78,17
uuRbf3lPsTd-ccuISnc3rQ,41,3,4.5,6,0
5wX82h9cQc6lD4M6AiH9BA,41,92,3.76,73,3
FnOULnHSqHoyvFd2c9j5Qg,52,1,5,1,0
cVMWUF4hv1a1lD2bZLq9yw,21,3,5,1,3
2LzOkaAhp7oPGUp6Giv-uA,62,4,3.25,9,0
RvN6TlJEz2bRGH1MwhyBhw,43,5,3.67,9,8
4N2mJt1N0c0LQEH-ZzhPGQ,52,1,5,0,0
oO2MRFhtSctc_vUmEjCOEA,18,1,3,1,0
qpjU8sxAYuarvYVRwPiiNg,51,182,3.74,332,4
Dq8l-X6TU20GQDVLppH3GQ,27,1,2,0,0
X-9j7wBaRNPkYgkrznUzdA,50,4,4.5,12,0
7xxo3KIpjLttDUY9ZhUbsw,11,7,4.29,7,5
bgewCb7PvLUR1yqcHI4cEA,84,30,3.73,21,7
--0HEXd4W6bJI8k7E0RxTA,27,27,4.25,13,0
chVqlYUxM7gSPID9md4i2g,56,4,1.75,9,0
dfaZ4uUt-n6vBiOhxERbTg,43,2,2.5,14,2
RbQJc62rj8OtETY6kUN51w,65,4,3.5,0,0
ENm9toO_hoH0Euj64err2w,59,2,1.5,5,0
9g1wpuviHPQjqfy6X9UR_w,35,7,3.17,6,0
#NAME?,73,6,3.6,18,3
yy8vNTtESId44OcGyaVnbw,89,18,3.39,51,1
UJSe9YFMN2q5Wnporrco4Q,63,11,4.64,14,0
WGalYziKGPe86vdfv_ykWg,37,2,1,2,0
EV0Z3vEevrhdUsb_qI0ehg,59,2,3,0,0
6QFM6YK9bIibifSe_zquWg,25,1,5,2,0
dTmKOIKBQmjf5fB-IStFcA,47,381,3.8,353,0
27JLW4hxMUy9GqEi04XXDg,23,4,4.75,5,0
WVuqZCaXQCjAI0q9tBE5Vg,38,5,2.8,4,0
i1Z4tpILCLb9if-f3O7Q1w,28,2,4.5,0,4
hF5ZwztVOuhrz1LDmP7kDg,33,6,2.83,14,0
nI6uzbUTZ_yB9n3-6TMrRQ,68,7,2.43,4,0
u_V2O46KSoA5o9IgEZTD_Q,47,4,3.67,2,1
iFoY6ySOOw6F5yZHnp5hFA,80,21,4.09,18,0
MbogV99-KSj_Iy1tLNMZpA,64,24,4.54,31,0
rQami_6_EAU64LkCDpjIew,60,5,3.8,9,1
ADRfwL2wfMRHH5ckT6reuQ,95,7,2.71,26,0
#NAME?,18,1,1,3,0
Y3UHpgkcJcCsH8rLk4495w,18,2,5,0,0
CXSNTh2UJfniXFTn8VnJkA,31,2,1,1,0
xv9nUSKR5RqnkgD0tufTfA,56,23,3.57,47,9
zCeNVj4PSCPxbHMUwz3_RA,24,7,4.43,15,1
#NAME?,39,2,4.5,10,1
#NAME?,40,3,3.5,7,0
OCsrk-5wLPhFMMGZUQasrA,49,24,3.72,64,11
u6iqjUjeQHsxCYmsF2m8jA,53,6,1.5,5,0
H55xXu20FE0ilbkbxqyESw,28,2,2.5,0,0
I-DJvwpn5p3ZG4uMjEC7tg,26,2,4.5,6,0
zxewuoNLVl4w9fZChV9rww,12,3,1,1,0
ouf_zjLxMiTd9fJjkFiMHw,16,1,2,0,2
lfrc2JqUJo_lNGCp-6iijg,20,2,1,0,0
haPcehx50oMo-go1xF5MLw,41,12,4.25,15,5
5XxZ4fc2EczUMN-DhXZHtw,41,11,3.09,5,0
65_qnvouSXm-AmIgTsBcQg,13,4,3.67,0,0
qw83gMaFcaKxyX0deiUTvA,38,25,3.92,30,0
8tcAxRcYlaoAdlL6iCUuMA,22,3,5,0,0
LOENjNpItvW21f2BHYnlMQ,55,24,3.71,23,0
SDJPGdqzVw2pklcFoh_Nbw,19,2,5,0,0
92KkaEt-8wZVMIBGXmv46w,40,17,3.69,9,0
XssqApMkryWqc71ANvemJQ,92,28,3.6,92,0
GFfBMrKu2puUTJaW4gVs_g,30,5,5,5,42
QLM__FJcc5ZR2T53mP8BzA,18,2,5,9,0
D3DjIB1w9_amQE3FrqBZaQ,9,1,5,0,0
gEjTN0OXTMue2FwnLpeWHQ,49,21,4.53,12,0
xgJmw1qY0XsKVCVhnGnHtg,32,8,3.5,4,0
8WvOke9T6ReCxlgyXQOcZQ,45,7,3.29,18,1
m4C6fYY5rBAMNdHwZak5-Q,45,54,4.21,16,0
A3YQsgc0ELrPIEqE78glmA,41,11,4.55,10,2
YQFJB7u-OgF-odUUSMzYeA,24,4,4.75,15,0
WX0IC48zMAuZv4rmzZtpCg,54,3,3,4,1
Czwfm1pBobw2IVmEQIE4nw,12,2,4,0,0
McfY7AGyLFzBSmq-QTnipA,25,4,4.4,2,0
Gl4YAXIG881Og2sgOFxbpw,16,10,4,3,0
NFaCr9xvyDBioc2mB1w08w,47,5,5,3,0
tR-yz8mEfoSn20ahCgUavQ,28,14,3.79,3,1
Te5m4SVAsWB-nTCS57qg4Q,19,6,3,1,0
mKeAhFD0BIKPpTA5b4A1VQ,38,8,4.6,4,0
8bHAkFNg_4DXtB0JOvqPaQ,22,2,2.5,0,0
IXuKjVb0F7t7T-BTpwLqKQ,59,16,4.12,20,2
LnTrX9BR240MXg3XJ0wsDw,78,496,4.46,1326,37
iR8iTaCOjQCM-JG4qf23NQ,82,175,3.79,714,2
37L7dRibRuo5gYy9pU5Oig,33,5,2.75,10,3
kEn3yHp4rwyV0VARGlwuHA,27,1,5,0,13
99j5HNXXyhf81VScu6Ea_w,33,2,5,4,0
4dc9dv9dcXeJeDENbTzRUA,27,2,2.5,4,0
ABWIHy5XnC3i3rrg52adXw,9,1,5,3,5
zEHcZ7V911uwOD2IzieiQg,52,983,3.74,3692,40
nqN7Crv-DvrwkIpjsGJSOw,36,6,5,5,0
jqpIs8Nze2HvX0pPB7R8Mw,44,1,1,1,4
Gvlk2UX3A_Xzvvt7umCJbQ,44,2,3,2,0
DNB5ezc652OuJhtjyqHqSg,19,2,1.5,4,0
V_7Ri8F_RdbDjF2FP_fnFQ,50,174,3.89,144,4
X5GnbH9D9FDSgNIlloGJfg,32,5,3.2,4,0
eOGHlAD9dUyfewhSS-TRPw,43,9,1.5,5,0
e56LWB4BwpAKV5x324Gxmw,7,1,5,0,1
lt_xvHDaIWagZCJC4lDwuA,59,2,4.5,1,2
dsZ6gwdz_v0LmQmnNIzfig,29,4,3.5,8,4
fvA9uUWxND1qqX3dHIVsYQ,75,68,3.23,68,0
#NAME?,33,4,2.67,6,4
Y8es5iS1hnFpZpnNXthXSA,34,2,4.5,0,0
4igAZiIobz_8tFpFs5se-Q,50,8,3.83,15,0
F0aT-cliUlwcg_cZiRq7qw,7,11,4,3,0
PC9lQshuJGX6fivF8NmbwQ,27,2,3,2,0
YSf4D_rt75nnb_gRgYLY_A,25,14,3.21,10,0
Jev6l7HgKJ54WqwaA0fnhQ,36,2,5,2,0
7QUrF_lI-lY6V_JHyKrO2w,45,2,5,1,0
QM-eQISmwWzwZnwgbX9NZw,23,3,4,6,2
AHsAgmi_1t_3SwObv9p-XA,60,3,4.67,1,12
bEp3ZMXTnd2nDrAsGkN7DA,70,48,3.56,13,0
lCvb7ACJgP88c69P896_UQ,48,92,3.8,218,3
TxEdLb2lcIoVoEDspvIfVA,27,3,3.33,1,0
SyJne1inhfxhjex3ENKytA,21,11,3.55,11,4
9T3J9wzio5pAuhM2VzWPGA,35,3,1,3,1
LSDL1kG9TGNFTrdc29SaKw,39,17,4.41,6,0
S-Z3gbuLEsBsGixzT-ummQ,72,8,2.62,46,0
W4aMPiuVJM0vl10Ndgfflg,82,27,4.14,170,2
RGbAaqnIfqDu9lU8WB5ILw,16,1,1,0,0
523t-4SEEfymXL_Nuw9-hA,48,289,3.7,732,1
gJrskD0OLyNr7tnXYVPYDw,32,6,3.83,4,1
Lnx0V8LQ3gyh8997tQlPzA,12,2,3,1,0
AcROL2Z_NDN0QpkqztcA-g,56,4,3.75,5,1
WwKtV_1SLU--BgQ2a-q94A,17,1,4,1,0
H1V_1pxGDrilqacSLhZMTw,18,6,2.5,7,0
2ci59XIuSWlWzyPm843FJw,40,11,4.73,14,7
WpgD_hy_bIbSrejqq4dTnQ,18,9,3.38,4,0
N3NUaqSx1Mz-Nnw6dYb-eQ,48,5,5,1,51
AConnlzr1XV5qNS6DKXyng,11,1,5,0,2
8t0cDW6nqJkHd9_oWqS4Kw,11,4,3,1,0
1nA8bNlLLCNvWLRpP7nk4g,39,2,2.5,0,0
-6PaY4eiATqUKcwKZEhBGg,55,7,3.17,5,1
eEA6PtfeiwqqFOI2PaSl1w,42,12,3.33,8,3
9aDciahHNSCh7S_asCKZng,29,1,5,1,0
JEpvJBvjXnrAf4SFDb3EsQ,80,57,3.37,219,2
VKx9c7DzRo1pQ-QP_zrTGA,67,1,5,2,0
O_m5vZwk2Z7F0RtboGSzZA,31,15,4.2,8,0
eY7BVEgUInT_Xtrxz5_yYQ,48,51,3.88,34,1
r9GtctzKd_L6MraZRNnC-g,52,11,4.18,16,0
gNSiyHINxFEK4V89wBk9Xw,8,11,4.45,5,1
YKdHXCLERIPAkf02n0x20w,49,5,4.2,2,0
m3zxfc6QteOmfFtRsjfoRQ,49,2,4.5,9,0
1hMncXrfbP3hshCrQiWiCg,13,32,4.06,39,2
dTygRtCTGwOZf7SZf3epCQ,22,3,5,7,0
c_XZwsOmiy4tc0Mmk_F2xw,51,61,3.8,154,14
n4dpWNRfEfZAvPmqDlIeuQ,43,2,1,1,0
j05oe8-L0Y4BgIXmlweEng,30,8,4.12,8,0
GofN2vC-G9TM1hR_F3fwEw,38,3,1,6,1
2QD7k1VphohX4_0OzIfnzA,73,10,3.3,36,0
LSNWMSAOhZzrSRg2pPxA0Q,88,162,3.93,552,0
RCMY8Rez6A-F5UKmHDm4vQ,52,6,4.33,19,0
tDD9jKSahgku1MQYJ5E7xw,58,19,3.32,44,131
HK1OffqsHe1Xb89nNP4N9Q,22,1,5,8,0
Pxo64SZXmrRmzMvRLbvnGg,35,5,4,3,6
JrQTbUeHPOjAxxr6KXo0qw,17,10,4.9,34,34
10ulNlQ-ucXFz12UKwAewQ,13,1,5,2,0
ewFrWB6pQcZdOyq_Der0Lw,39,3,3,2,0
tgRRm77ppRxRXzc7Hob1HQ,64,2,5,2,0
omuO9FVYAVRTybkSc4a4fw,69,46,4.28,144,42
U_dt_Sgez3rm1Rss1RGHpw,53,3,5,16,18
Xqh2giyVe0vdGYm8YIy1kw,15,5,2.4,2,0
nHMctnIQIV7O3GsTjvQqJg,45,11,3.91,17,0
87Pk1ESqAS5HPqUYE12Omg,59,17,3.71,68,0
WZgoM8UuzxjZf1AaWx3qZQ,76,547,3.85,6487,72
U5EdP6_idH3dRMBycSTrpQ,16,10,4.4,2,0
TTjO2JhQnEs44Mxp2WnDcw,31,10,4.3,11,21
7MdrcCHSkBF2DgmZIEimcQ,54,20,3.13,39,4
juY6UA-Bhe_ArwPky92xgA,23,3,3,9,0
pJ3kMwJQJsSZmewt_wzPPg,62,17,3.88,23,4
AeUo3ffdNgUjlN_YOprTJg,58,238,3.48,209,1
2ur7oma_P58dPgfErokWEg,36,1,4,2,1
JO09v0F2EakPTltEN_ocyw,64,10,4.5,8,0
DBjlcp0XjtuzWtA0ZFIimA,23,2,1.5,3,0
